travelCode,userCode,name,place,days,price,total,date,userCompany,user,userGender,userAge,cantReservacion
61552,601,Hotel AU,Recife (PE),3,312.83,938.49,05/20/2021,Monsters CYA,Seth Mcclellan,male,32,1
61553,601,Hotel AU,Recife (PE),2,312.83,625.66,05/27/2021,Monsters CYA,Seth Mcclellan,male,32,1
61555,601,Hotel BD,Natal (RN),3,242.88,728.64,06/10/2021,Monsters CYA,Seth Mcclellan,male,32,1
61557,601,Hotel Z,Aracaju (SE),2,208.04,416.08,06/24/2021,Monsters CYA,Seth Mcclellan,male,32,1
61562,601,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/29/2021,Monsters CYA,Seth Mcclellan,male,32,1
61564,601,Hotel A,Florianopolis (SC),2,313.02,626.04,08/12/2021,Monsters CYA,Seth Mcclellan,male,32,1
61568,601,Hotel Z,Aracaju (SE),1,208.04,208.04,09/09/2021,Monsters CYA,Seth Mcclellan,male,32,1
61576,601,Hotel BD,Natal (RN),4,242.88,971.52,11/04/2021,Monsters CYA,Seth Mcclellan,male,32,1
61577,601,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/11/2021,Monsters CYA,Seth Mcclellan,male,32,1
61580,601,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/02/2021,Monsters CYA,Seth Mcclellan,male,32,1
61581,601,Hotel K,Salvador (BH),2,263.41,526.82,12/09/2021,Monsters CYA,Seth Mcclellan,male,32,1
61582,601,Hotel BD,Natal (RN),1,242.88,242.88,12/16/2021,Monsters CYA,Seth Mcclellan,male,32,1
61586,601,Hotel BD,Natal (RN),4,242.88,971.52,01/13/2022,Monsters CYA,Seth Mcclellan,male,32,1
61587,601,Hotel AU,Recife (PE),4,312.83,1251.32,01/20/2022,Monsters CYA,Seth Mcclellan,male,32,1
61589,601,Hotel A,Florianopolis (SC),1,313.02,313.02,02/03/2022,Monsters CYA,Seth Mcclellan,male,32,1
61590,601,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/10/2022,Monsters CYA,Seth Mcclellan,male,32,1
61593,601,Hotel K,Salvador (BH),4,263.41,1053.64,03/03/2022,Monsters CYA,Seth Mcclellan,male,32,1
61594,601,Hotel Z,Aracaju (SE),4,208.04,832.16,03/10/2022,Monsters CYA,Seth Mcclellan,male,32,1
61599,601,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/14/2022,Monsters CYA,Seth Mcclellan,male,32,1
61601,601,Hotel K,Salvador (BH),1,263.41,263.41,04/28/2022,Monsters CYA,Seth Mcclellan,male,32,1
61602,601,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/05/2022,Monsters CYA,Seth Mcclellan,male,32,1
61607,601,Hotel AU,Recife (PE),2,312.83,625.66,06/09/2022,Monsters CYA,Seth Mcclellan,male,32,1
61609,601,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,Monsters CYA,Seth Mcclellan,male,32,1
61614,601,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/28/2022,Monsters CYA,Seth Mcclellan,male,32,1
61616,601,Hotel BD,Natal (RN),1,242.88,242.88,08/11/2022,Monsters CYA,Seth Mcclellan,male,32,1
61618,601,Hotel AU,Recife (PE),3,312.83,938.49,08/25/2022,Monsters CYA,Seth Mcclellan,male,32,1
61623,601,Hotel BP,Brasilia (DF),1,247.62,247.62,09/29/2022,Monsters CYA,Seth Mcclellan,male,32,1
61630,601,Hotel Z,Aracaju (SE),1,208.04,208.04,11/17/2022,Monsters CYA,Seth Mcclellan,male,32,1
61634,601,Hotel BP,Brasilia (DF),1,247.62,247.62,12/15/2022,Monsters CYA,Seth Mcclellan,male,32,1
61636,601,Hotel K,Salvador (BH),3,263.41,790.23,12/29/2022,Monsters CYA,Seth Mcclellan,male,32,1
61638,601,Hotel BP,Brasilia (DF),1,247.62,247.62,01/12/2023,Monsters CYA,Seth Mcclellan,male,32,1
61640,601,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/26/2023,Monsters CYA,Seth Mcclellan,male,32,1
61644,601,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/23/2023,Monsters CYA,Seth Mcclellan,male,32,1
61648,601,Hotel Z,Aracaju (SE),4,208.04,832.16,03/23/2023,Monsters CYA,Seth Mcclellan,male,32,1
61649,601,Hotel AU,Recife (PE),1,312.83,312.83,03/30/2023,Monsters CYA,Seth Mcclellan,male,32,1
61650,601,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/06/2023,Monsters CYA,Seth Mcclellan,male,32,1
61652,601,Hotel Z,Aracaju (SE),1,208.04,208.04,04/20/2023,Monsters CYA,Seth Mcclellan,male,32,1
61654,601,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/04/2023,Monsters CYA,Seth Mcclellan,male,32,1
61659,601,Hotel K,Salvador (BH),4,263.41,1053.64,06/08/2023,Monsters CYA,Seth Mcclellan,male,32,1
61660,602,Hotel AU,Recife (PE),4,312.83,1251.32,09/26/2019,Monsters CYA,Renita Smith,female,50,1
61663,602,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/17/2019,Monsters CYA,Renita Smith,female,50,1
61666,602,Hotel K,Salvador (BH),4,263.41,1053.64,11/07/2019,Monsters CYA,Renita Smith,female,50,1
61667,602,Hotel BP,Brasilia (DF),1,247.62,247.62,11/14/2019,Monsters CYA,Renita Smith,female,50,1
61668,602,Hotel AU,Recife (PE),3,312.83,938.49,11/21/2019,Monsters CYA,Renita Smith,female,50,1
61669,602,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019,Monsters CYA,Renita Smith,female,50,1
61682,602,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020,Monsters CYA,Renita Smith,female,50,1
61686,602,Hotel BP,Brasilia (DF),4,247.62,990.48,03/26/2020,Monsters CYA,Renita Smith,female,50,1
61697,603,Hotel Z,Aracaju (SE),1,208.04,208.04,11/07/2019,Monsters CYA,Marlene Shumpert,none,42,1
61707,603,Hotel BD,Natal (RN),4,242.88,971.52,01/16/2020,Monsters CYA,Marlene Shumpert,none,42,1
61712,603,Hotel A,Florianopolis (SC),2,313.02,626.04,02/20/2020,Monsters CYA,Marlene Shumpert,none,42,1
61730,603,Hotel K,Salvador (BH),1,263.41,263.41,06/25/2020,Monsters CYA,Marlene Shumpert,none,42,1
61732,603,Hotel BD,Natal (RN),2,242.88,485.76,07/09/2020,Monsters CYA,Marlene Shumpert,none,42,1
61734,603,Hotel K,Salvador (BH),4,263.41,1053.64,07/23/2020,Monsters CYA,Marlene Shumpert,none,42,1
61735,603,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/30/2020,Monsters CYA,Marlene Shumpert,none,42,1
61736,603,Hotel Z,Aracaju (SE),2,208.04,416.08,08/06/2020,Monsters CYA,Marlene Shumpert,none,42,1
61739,603,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,Monsters CYA,Marlene Shumpert,none,42,1
61748,603,Hotel A,Florianopolis (SC),2,313.02,626.04,10/29/2020,Monsters CYA,Marlene Shumpert,none,42,1
61756,603,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/24/2020,Monsters CYA,Marlene Shumpert,none,42,1
61757,603,Hotel A,Florianopolis (SC),2,313.02,626.04,12/31/2020,Monsters CYA,Marlene Shumpert,none,42,1
61759,603,Hotel AU,Recife (PE),4,312.83,1251.32,01/14/2021,Monsters CYA,Marlene Shumpert,none,42,1
61761,603,Hotel BP,Brasilia (DF),2,247.62,495.24,01/28/2021,Monsters CYA,Marlene Shumpert,none,42,1
61763,603,Hotel K,Salvador (BH),1,263.41,263.41,02/11/2021,Monsters CYA,Marlene Shumpert,none,42,1
61764,603,Hotel Z,Aracaju (SE),4,208.04,832.16,02/18/2021,Monsters CYA,Marlene Shumpert,none,42,1
61767,603,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/11/2021,Monsters CYA,Marlene Shumpert,none,42,1
61768,603,Hotel K,Salvador (BH),4,263.41,1053.64,03/18/2021,Monsters CYA,Marlene Shumpert,none,42,1
61772,603,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/15/2021,Monsters CYA,Marlene Shumpert,none,42,1
61777,603,Hotel BD,Natal (RN),4,242.88,971.52,05/20/2021,Monsters CYA,Marlene Shumpert,none,42,1
61782,603,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/24/2021,Monsters CYA,Marlene Shumpert,none,42,1
61784,603,Hotel AU,Recife (PE),1,312.83,312.83,07/08/2021,Monsters CYA,Marlene Shumpert,none,42,1
61786,603,Hotel AU,Recife (PE),2,312.83,625.66,07/22/2021,Monsters CYA,Marlene Shumpert,none,42,1
61792,603,Hotel BP,Brasilia (DF),3,247.62,742.86,09/02/2021,Monsters CYA,Marlene Shumpert,none,42,1
61808,603,Hotel Z,Aracaju (SE),4,208.04,832.16,12/23/2021,Monsters CYA,Marlene Shumpert,none,42,1
61812,603,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022,Monsters CYA,Marlene Shumpert,none,42,1
61815,603,Hotel K,Salvador (BH),3,263.41,790.23,02/10/2022,Monsters CYA,Marlene Shumpert,none,42,1
61816,603,Hotel Z,Aracaju (SE),3,208.04,624.12,02/17/2022,Monsters CYA,Marlene Shumpert,none,42,1
61830,603,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/26/2022,Monsters CYA,Marlene Shumpert,none,42,1
61834,603,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/23/2022,Monsters CYA,Marlene Shumpert,none,42,1
61839,603,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/28/2022,Monsters CYA,Marlene Shumpert,none,42,1
61840,603,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/04/2022,Monsters CYA,Marlene Shumpert,none,42,1
61843,603,Hotel AU,Recife (PE),3,312.83,938.49,08/25/2022,Monsters CYA,Marlene Shumpert,none,42,1
61848,603,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/29/2022,Monsters CYA,Marlene Shumpert,none,42,1
61849,603,Hotel BD,Natal (RN),1,242.88,242.88,10/06/2022,Monsters CYA,Marlene Shumpert,none,42,1
61853,603,Hotel A,Florianopolis (SC),2,313.02,626.04,11/03/2022,Monsters CYA,Marlene Shumpert,none,42,1
61856,603,Hotel AU,Recife (PE),4,312.83,1251.32,11/24/2022,Monsters CYA,Marlene Shumpert,none,42,1
61857,603,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/01/2022,Monsters CYA,Marlene Shumpert,none,42,1
61858,603,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/08/2022,Monsters CYA,Marlene Shumpert,none,42,1
61862,604,Hotel A,Florianopolis (SC),2,313.02,626.04,10/10/2019,Monsters CYA,Tiffany Thomas,none,53,1
61863,604,Hotel K,Salvador (BH),3,263.41,790.23,10/17/2019,Monsters CYA,Tiffany Thomas,none,53,1
61866,604,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/07/2019,Monsters CYA,Tiffany Thomas,none,53,1
61870,604,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/05/2019,Monsters CYA,Tiffany Thomas,none,53,1
61873,604,Hotel BD,Natal (RN),4,242.88,971.52,12/26/2019,Monsters CYA,Tiffany Thomas,none,53,1
61876,604,Hotel BD,Natal (RN),1,242.88,242.88,01/16/2020,Monsters CYA,Tiffany Thomas,none,53,1
61877,604,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/23/2020,Monsters CYA,Tiffany Thomas,none,53,1
61884,604,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020,Monsters CYA,Tiffany Thomas,none,53,1
61888,604,Hotel K,Salvador (BH),2,263.41,526.82,04/09/2020,Monsters CYA,Tiffany Thomas,none,53,1
61891,604,Hotel K,Salvador (BH),2,263.41,526.82,04/30/2020,Monsters CYA,Tiffany Thomas,none,53,1
61895,604,Hotel K,Salvador (BH),3,263.41,790.23,05/28/2020,Monsters CYA,Tiffany Thomas,none,53,1
61896,604,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020,Monsters CYA,Tiffany Thomas,none,53,1
61897,604,Hotel A,Florianopolis (SC),2,313.02,626.04,06/11/2020,Monsters CYA,Tiffany Thomas,none,53,1
61900,604,Hotel BD,Natal (RN),1,242.88,242.88,07/02/2020,Monsters CYA,Tiffany Thomas,none,53,1
61903,604,Hotel Z,Aracaju (SE),4,208.04,832.16,07/23/2020,Monsters CYA,Tiffany Thomas,none,53,1
61904,604,Hotel Z,Aracaju (SE),3,208.04,624.12,07/30/2020,Monsters CYA,Tiffany Thomas,none,53,1
61909,604,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020,Monsters CYA,Tiffany Thomas,none,53,1
61910,604,Hotel A,Florianopolis (SC),1,313.02,313.02,09/10/2020,Monsters CYA,Tiffany Thomas,none,53,1
61913,604,Hotel A,Florianopolis (SC),2,313.02,626.04,10/01/2020,Monsters CYA,Tiffany Thomas,none,53,1
61915,604,Hotel AU,Recife (PE),4,312.83,1251.32,10/15/2020,Monsters CYA,Tiffany Thomas,none,53,1
61916,604,Hotel Z,Aracaju (SE),1,208.04,208.04,10/22/2020,Monsters CYA,Tiffany Thomas,none,53,1
61917,604,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/29/2020,Monsters CYA,Tiffany Thomas,none,53,1
61921,604,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/26/2020,Monsters CYA,Tiffany Thomas,none,53,1
61922,604,Hotel K,Salvador (BH),2,263.41,526.82,12/03/2020,Monsters CYA,Tiffany Thomas,none,53,1
61926,604,Hotel Z,Aracaju (SE),1,208.04,208.04,12/31/2020,Monsters CYA,Tiffany Thomas,none,53,1
61927,604,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/07/2021,Monsters CYA,Tiffany Thomas,none,53,1
61929,604,Hotel Z,Aracaju (SE),3,208.04,624.12,01/21/2021,Monsters CYA,Tiffany Thomas,none,53,1
61930,604,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/28/2021,Monsters CYA,Tiffany Thomas,none,53,1
61932,604,Hotel K,Salvador (BH),1,263.41,263.41,02/11/2021,Monsters CYA,Tiffany Thomas,none,53,1
61936,605,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/03/2019,Monsters CYA,Robert Santos,male,36,1
61943,605,Hotel AU,Recife (PE),3,312.83,938.49,11/21/2019,Monsters CYA,Robert Santos,male,36,1
61948,605,Hotel AU,Recife (PE),3,312.83,938.49,12/26/2019,Monsters CYA,Robert Santos,male,36,1
61953,605,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/30/2020,Monsters CYA,Robert Santos,male,36,1
61954,605,Hotel BP,Brasilia (DF),4,247.62,990.48,02/06/2020,Monsters CYA,Robert Santos,male,36,1
61957,605,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020,Monsters CYA,Robert Santos,male,36,1
61960,605,Hotel K,Salvador (BH),2,263.41,526.82,03/19/2020,Monsters CYA,Robert Santos,male,36,1
61971,605,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020,Monsters CYA,Robert Santos,male,36,1
61972,605,Hotel Z,Aracaju (SE),2,208.04,416.08,06/11/2020,Monsters CYA,Robert Santos,male,36,1
61974,605,Hotel AU,Recife (PE),3,312.83,938.49,06/25/2020,Monsters CYA,Robert Santos,male,36,1
61975,605,Hotel BP,Brasilia (DF),2,247.62,495.24,07/02/2020,Monsters CYA,Robert Santos,male,36,1
61977,605,Hotel A,Florianopolis (SC),1,313.02,313.02,07/16/2020,Monsters CYA,Robert Santos,male,36,1
61985,605,Hotel AU,Recife (PE),3,312.83,938.49,09/10/2020,Monsters CYA,Robert Santos,male,36,1
61986,605,Hotel Z,Aracaju (SE),1,208.04,208.04,09/17/2020,Monsters CYA,Robert Santos,male,36,1
61991,605,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/22/2020,Monsters CYA,Robert Santos,male,36,1
61994,605,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,Monsters CYA,Robert Santos,male,36,1
61999,605,Hotel AU,Recife (PE),2,312.83,625.66,12/17/2020,Monsters CYA,Robert Santos,male,36,1
62002,605,Hotel BP,Brasilia (DF),1,247.62,247.62,01/07/2021,Monsters CYA,Robert Santos,male,36,1
62016,605,Hotel A,Florianopolis (SC),2,313.02,626.04,04/15/2021,Monsters CYA,Robert Santos,male,36,1
62017,605,Hotel A,Florianopolis (SC),2,313.02,626.04,04/22/2021,Monsters CYA,Robert Santos,male,36,1
62019,605,Hotel BD,Natal (RN),3,242.88,728.64,05/06/2021,Monsters CYA,Robert Santos,male,36,1
62029,605,Hotel BD,Natal (RN),1,242.88,242.88,07/15/2021,Monsters CYA,Robert Santos,male,36,1
62030,605,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/22/2021,Monsters CYA,Robert Santos,male,36,1
62034,605,Hotel Z,Aracaju (SE),4,208.04,832.16,08/19/2021,Monsters CYA,Robert Santos,male,36,1
62047,605,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/18/2021,Monsters CYA,Robert Santos,male,36,1
62048,605,Hotel BD,Natal (RN),2,242.88,485.76,11/25/2021,Monsters CYA,Robert Santos,male,36,1
62049,605,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/02/2021,Monsters CYA,Robert Santos,male,36,1
62052,605,Hotel AU,Recife (PE),4,312.83,1251.32,12/23/2021,Monsters CYA,Robert Santos,male,36,1
62053,605,Hotel K,Salvador (BH),3,263.41,790.23,12/30/2021,Monsters CYA,Robert Santos,male,36,1
62055,605,Hotel AU,Recife (PE),4,312.83,1251.32,01/13/2022,Monsters CYA,Robert Santos,male,36,1
62057,605,Hotel K,Salvador (BH),2,263.41,526.82,01/27/2022,Monsters CYA,Robert Santos,male,36,1
62064,605,Hotel K,Salvador (BH),2,263.41,526.82,03/17/2022,Monsters CYA,Robert Santos,male,36,1
62068,605,Hotel BD,Natal (RN),1,242.88,242.88,04/14/2022,Monsters CYA,Robert Santos,male,36,1
62072,605,Hotel AU,Recife (PE),3,312.83,938.49,05/12/2022,Monsters CYA,Robert Santos,male,36,1
62074,605,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/26/2022,Monsters CYA,Robert Santos,male,36,1
62088,606,Hotel Z,Aracaju (SE),3,208.04,624.12,12/12/2019,Monsters CYA,David Evans,male,54,1
62089,606,Hotel K,Salvador (BH),3,263.41,790.23,12/19/2019,Monsters CYA,David Evans,male,54,1
62097,606,Hotel K,Salvador (BH),4,263.41,1053.64,02/13/2020,Monsters CYA,David Evans,male,54,1
62100,606,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/05/2020,Monsters CYA,David Evans,male,54,1
62102,606,Hotel Z,Aracaju (SE),2,208.04,416.08,03/19/2020,Monsters CYA,David Evans,male,54,1
62104,606,Hotel AU,Recife (PE),4,312.83,1251.32,04/02/2020,Monsters CYA,David Evans,male,54,1
62106,606,Hotel A,Florianopolis (SC),3,313.02,939.06,04/16/2020,Monsters CYA,David Evans,male,54,1
62109,606,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/07/2020,Monsters CYA,David Evans,male,54,1
62112,606,Hotel Z,Aracaju (SE),3,208.04,624.12,05/28/2020,Monsters CYA,David Evans,male,54,1
62114,606,Hotel BP,Brasilia (DF),4,247.62,990.48,06/11/2020,Monsters CYA,David Evans,male,54,1
62120,606,Hotel K,Salvador (BH),4,263.41,1053.64,07/23/2020,Monsters CYA,David Evans,male,54,1
62123,606,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/13/2020,Monsters CYA,David Evans,male,54,1
62127,606,Hotel BD,Natal (RN),3,242.88,728.64,09/10/2020,Monsters CYA,David Evans,male,54,1
62128,606,Hotel BP,Brasilia (DF),1,247.62,247.62,09/17/2020,Monsters CYA,David Evans,male,54,1
62129,606,Hotel K,Salvador (BH),3,263.41,790.23,09/24/2020,Monsters CYA,David Evans,male,54,1
62132,606,Hotel A,Florianopolis (SC),1,313.02,313.02,10/15/2020,Monsters CYA,David Evans,male,54,1
62144,606,Hotel AU,Recife (PE),4,312.83,1251.32,01/07/2021,Monsters CYA,David Evans,male,54,1
62147,606,Hotel K,Salvador (BH),2,263.41,526.82,01/28/2021,Monsters CYA,David Evans,male,54,1
62150,606,Hotel Z,Aracaju (SE),3,208.04,624.12,02/18/2021,Monsters CYA,David Evans,male,54,1
62153,606,Hotel BP,Brasilia (DF),4,247.62,990.48,03/11/2021,Monsters CYA,David Evans,male,54,1
62154,606,Hotel BP,Brasilia (DF),1,247.62,247.62,03/18/2021,Monsters CYA,David Evans,male,54,1
62156,606,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021,Monsters CYA,David Evans,male,54,1
62159,606,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/22/2021,Monsters CYA,David Evans,male,54,1
62163,606,Hotel BD,Natal (RN),3,242.88,728.64,05/20/2021,Monsters CYA,David Evans,male,54,1
62164,606,Hotel AU,Recife (PE),2,312.83,625.66,05/27/2021,Monsters CYA,David Evans,male,54,1
62165,606,Hotel BD,Natal (RN),2,242.88,485.76,06/03/2021,Monsters CYA,David Evans,male,54,1
62175,606,Hotel AU,Recife (PE),1,312.83,312.83,08/12/2021,Monsters CYA,David Evans,male,54,1
62176,606,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/19/2021,Monsters CYA,David Evans,male,54,1
62180,606,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/16/2021,Monsters CYA,David Evans,male,54,1
62185,606,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/21/2021,Monsters CYA,David Evans,male,54,1
62190,606,Hotel A,Florianopolis (SC),3,313.02,939.06,11/25/2021,Monsters CYA,David Evans,male,54,1
62192,606,Hotel K,Salvador (BH),1,263.41,263.41,12/09/2021,Monsters CYA,David Evans,male,54,1
62194,606,Hotel A,Florianopolis (SC),3,313.02,939.06,12/23/2021,Monsters CYA,David Evans,male,54,1
62196,606,Hotel Z,Aracaju (SE),1,208.04,208.04,01/06/2022,Monsters CYA,David Evans,male,54,1
62197,607,Hotel AU,Recife (PE),3,312.83,938.49,09/26/2019,Monsters CYA,Laurie Fine,female,65,1
62198,607,Hotel Z,Aracaju (SE),1,208.04,208.04,10/03/2019,Monsters CYA,Laurie Fine,female,65,1
62201,607,Hotel BD,Natal (RN),2,242.88,485.76,10/24/2019,Monsters CYA,Laurie Fine,female,65,1
62205,607,Hotel A,Florianopolis (SC),2,313.02,626.04,11/21/2019,Monsters CYA,Laurie Fine,female,65,1
62206,607,Hotel Z,Aracaju (SE),2,208.04,416.08,11/28/2019,Monsters CYA,Laurie Fine,female,65,1
62214,607,Hotel Z,Aracaju (SE),4,208.04,832.16,01/23/2020,Monsters CYA,Laurie Fine,female,65,1
62218,607,Hotel A,Florianopolis (SC),3,313.02,939.06,02/20/2020,Monsters CYA,Laurie Fine,female,65,1
62220,607,Hotel AU,Recife (PE),4,312.83,1251.32,03/05/2020,Monsters CYA,Laurie Fine,female,65,1
62224,607,Hotel BP,Brasilia (DF),1,247.62,247.62,04/02/2020,Monsters CYA,Laurie Fine,female,65,1
62225,607,Hotel BD,Natal (RN),2,242.88,485.76,04/09/2020,Monsters CYA,Laurie Fine,female,65,1
62226,607,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/16/2020,Monsters CYA,Laurie Fine,female,65,1
62227,607,Hotel K,Salvador (BH),2,263.41,526.82,04/23/2020,Monsters CYA,Laurie Fine,female,65,1
62230,607,Hotel K,Salvador (BH),2,263.41,526.82,05/14/2020,Monsters CYA,Laurie Fine,female,65,1
62233,607,Hotel A,Florianopolis (SC),1,313.02,313.02,06/04/2020,Monsters CYA,Laurie Fine,female,65,1
62244,607,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/20/2020,Monsters CYA,Laurie Fine,female,65,1
62247,607,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/10/2020,Monsters CYA,Laurie Fine,female,65,1
62249,607,Hotel A,Florianopolis (SC),2,313.02,626.04,09/24/2020,Monsters CYA,Laurie Fine,female,65,1
62251,607,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/08/2020,Monsters CYA,Laurie Fine,female,65,1
62252,607,Hotel Z,Aracaju (SE),1,208.04,208.04,10/15/2020,Monsters CYA,Laurie Fine,female,65,1
62259,607,Hotel BD,Natal (RN),2,242.88,485.76,12/03/2020,Monsters CYA,Laurie Fine,female,65,1
62261,607,Hotel Z,Aracaju (SE),2,208.04,416.08,12/17/2020,Monsters CYA,Laurie Fine,female,65,1
62262,607,Hotel BD,Natal (RN),2,242.88,485.76,12/24/2020,Monsters CYA,Laurie Fine,female,65,1
62267,607,Hotel K,Salvador (BH),3,263.41,790.23,01/28/2021,Monsters CYA,Laurie Fine,female,65,1
62273,607,Hotel BD,Natal (RN),4,242.88,971.52,03/11/2021,Monsters CYA,Laurie Fine,female,65,1
62276,607,Hotel Z,Aracaju (SE),3,208.04,624.12,04/01/2021,Monsters CYA,Laurie Fine,female,65,1
62277,607,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/08/2021,Monsters CYA,Laurie Fine,female,65,1
62278,607,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/15/2021,Monsters CYA,Laurie Fine,female,65,1
62279,607,Hotel AU,Recife (PE),1,312.83,312.83,04/22/2021,Monsters CYA,Laurie Fine,female,65,1
62280,607,Hotel A,Florianopolis (SC),1,313.02,313.02,04/29/2021,Monsters CYA,Laurie Fine,female,65,1
62281,607,Hotel BD,Natal (RN),3,242.88,728.64,05/06/2021,Monsters CYA,Laurie Fine,female,65,1
62282,607,Hotel BD,Natal (RN),4,242.88,971.52,05/13/2021,Monsters CYA,Laurie Fine,female,65,1
62294,607,Hotel BP,Brasilia (DF),2,247.62,495.24,08/05/2021,Monsters CYA,Laurie Fine,female,65,1
62295,607,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/12/2021,Monsters CYA,Laurie Fine,female,65,1
62297,607,Hotel A,Florianopolis (SC),1,313.02,313.02,08/26/2021,Monsters CYA,Laurie Fine,female,65,1
62298,607,Hotel AU,Recife (PE),2,312.83,625.66,09/02/2021,Monsters CYA,Laurie Fine,female,65,1
62310,607,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/25/2021,Monsters CYA,Laurie Fine,female,65,1
62313,607,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/16/2021,Monsters CYA,Laurie Fine,female,65,1
62315,607,Hotel Z,Aracaju (SE),1,208.04,208.04,12/30/2021,Monsters CYA,Laurie Fine,female,65,1
62316,607,Hotel BD,Natal (RN),3,242.88,728.64,01/06/2022,Monsters CYA,Laurie Fine,female,65,1
62318,607,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/20/2022,Monsters CYA,Laurie Fine,female,65,1
62319,607,Hotel A,Florianopolis (SC),3,313.02,939.06,01/27/2022,Monsters CYA,Laurie Fine,female,65,1
62325,607,Hotel K,Salvador (BH),4,263.41,1053.64,03/10/2022,Monsters CYA,Laurie Fine,female,65,1
62333,607,Hotel Z,Aracaju (SE),1,208.04,208.04,05/05/2022,Monsters CYA,Laurie Fine,female,65,1
62340,607,Hotel BD,Natal (RN),1,242.88,242.88,06/23/2022,Monsters CYA,Laurie Fine,female,65,1
62343,607,Hotel BD,Natal (RN),3,242.88,728.64,07/14/2022,Monsters CYA,Laurie Fine,female,65,1
62345,607,Hotel BD,Natal (RN),2,242.88,485.76,07/28/2022,Monsters CYA,Laurie Fine,female,65,1
62348,607,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/18/2022,Monsters CYA,Laurie Fine,female,65,1
